,u_m/s,v_m/s,w_m/s,T_degC,CO2_ppm,H2O_ppt
2018-08-13 11:35:02.000,-1.69579,2.47023,0.0663217,11.2216413442,394.503,6.90319
2018-08-13 11:35:02.100,-1.8866,2.00904,-0.0576488,10.8163194005,394.595,6.87534
2018-08-13 11:35:02.200,-1.76007,2.0223,-0.0895342,10.6566246218,394.923,6.8276
2018-08-13 11:35:02.300,-1.68049,1.97434,-0.0976969,10.443208077,395.454,6.62429
2018-08-13 11:35:02.400,-1.56927,1.78354,-0.102033,10.6314137626,395.39,6.52286
2018-08-13 11:35:02.500,-1.66314,1.62335,-0.0619852,10.443208077,395.304,6.4798
2018-08-13 11:35:02.600,-1.68049,1.9121,-0.0655564,11.0366037685,395.25,6.4508
2018-08-13 11:35:02.700,-1.91823,1.95904,0.146673,11.0096942288,395.359,6.44799
2018-08-13 11:35:02.800,-1.69477,2.10597,0.0982071,10.9794225195,395.27,6.44698
2018-08-13 11:35:02.900,-1.64988,1.72232,-0.00535675,10.8970243694,395.224,6.4737
2018-08-13 11:35:03.000,-1.56825,1.44887,-0.00127542,11.1156579098,395.367,6.4566
2018-08-13 11:35:03.100,-1.3948,2.24575,-0.113257,11.1139757923,395.288,6.43702
2018-08-13 11:35:03.200,-1.91925,1.68865,-0.0418337,10.9508340525,395.311,6.43107
2018-08-13 11:35:03.300,-1.15502,2.26412,-0.209168,11.5700117082,395.159,6.48717
2018-08-13 11:35:03.400,-1.19991,2.48451,0.210444,11.435350536,394.694,6.60278
2018-08-13 11:35:03.500,-1.32745,2.50084,0.410174,11.3293272814,394.801,6.6683
2018-08-13 11:35:03.600,-1.28052,2.35697,0.353801,10.6599861542,395.022,6.66233
2018-08-13 11:35:03.700,-1.34174,2.53451,0.190802,10.9020688107,395.156,6.62607
2018-08-13 11:35:03.800,-1.45704,2.35799,0.146673,11.250243433,394.947,6.59026
2018-08-13 11:35:03.900,-1.45704,2.11821,0.158152,11.1964054014,395.086,6.57395
2018-08-13 11:35:04.000,-1.07237,2.34473,0.03061,10.9575606212,394.868,6.65168
2018-08-13 11:35:04.100,-0.928503,2.39064,0.353801,11.517826724,394.962,6.64132
2018-08-13 11:35:04.200,-1.00911,2.34166,0.470118,11.6255687211,394.896,6.65656
2018-08-13 11:35:04.300,-0.736681,2.48553,0.470118,11.3293272814,394.207,6.90915
2018-08-13 11:35:04.400,-0.976459,2.37636,0.366045,11.1425724663,394.597,6.87811
2018-08-13 11:35:04.500,-0.946869,2.43758,0.342577,11.4117881057,394.748,6.84246
2018-08-13 11:35:04.600,-1.00707,2.55083,0.342322,11.0618326191,394.66,6.88788
2018-08-13 11:35:04.700,-0.975438,2.58144,0.373697,11.1408902692,394.265,7.07451
2018-08-13 11:35:04.800,-1.0887,2.46819,0.385941,11.1728528652,394.815,6.9507
2018-08-13 11:35:04.900,-1.31215,2.32738,0.549449,12.5388260969,394.753,6.9604
2018-08-13 11:35:05.000,-1.0887,2.16923,0.478026,11.3562519509,393.874,7.18848
2018-08-13 11:35:05.100,-1.02646,2.31207,0.593834,11.4908944099,394.146,7.17252
2018-08-13 11:35:05.200,-1.23256,2.35697,-0.0540777,10.8718028348,394.761,7.02331
2018-08-13 11:35:05.300,-1.82129,2.4539,0.33824,10.9272916891,395.067,6.8964
2018-08-13 11:35:05.400,-1.39173,2.64572,0.170396,10.8196818786,395.147,6.8114
2018-08-13 11:35:05.500,-1.45704,2.83755,0.150754,10.7675657051,395.207,6.70047
2018-08-13 11:35:05.600,-1.63151,2.70898,0.162743,10.7944637781,395.32,6.62846
2018-08-13 11:35:05.700,-0.978499,2.80694,0.473945,10.7927826112,395.204,6.61185
2018-08-13 11:35:05.800,-1.28154,2.39064,0.237993,10.8734842356,395.355,6.60568
2018-08-13 11:35:05.900,-1.154,2.59777,0.366045,10.6566246218,395.259,6.56317
2018-08-13 11:35:06.000,-0.690766,2.56512,0.481597,10.6078846378,395.366,6.5271
2018-08-13 11:35:06.100,-0.832592,2.31105,0.178558,10.7927826112,395.26,6.48445
2018-08-13 11:35:06.200,-0.228555,2.46921,-0.396144,10.8970243694,395.255,6.48888
2018-08-13 11:35:06.300,-0.290795,2.00598,-0.684133,10.6851982825,395.31,6.50222
2018-08-13 11:35:06.400,-0.260185,2.16617,-0.632351,10.6868791308,395.27,6.49123
2018-08-13 11:35:06.500,-0.228555,2.39064,-0.516033,10.4717709926,395.336,6.46664
2018-08-13 11:35:06.600,0.0102033,2.31105,-0.26095,10.7120924535,395.328,6.4451
2018-08-13 11:35:06.700,-0.131623,2.05597,0.178303,10.5272207582,395.393,6.43335
2018-08-13 11:35:06.800,-0.432621,2.28044,0.402011,10.6078846378,395.384,6.41501
2018-08-13 11:35:06.900,-0.707091,1.9121,0.382115,10.5809954038,395.318,6.40728
2018-08-13 11:35:07.000,-1.05502,2.39166,0.278296,10.9508340525,395.391,6.41223
2018-08-13 11:35:07.100,-0.897893,2.40799,0.130603,10.6347751458,395.183,6.51048
2018-08-13 11:35:07.200,-0.961154,2.38962,0.154836,10.7911014493,395.086,6.58156
2018-08-13 11:35:07.300,-1.00809,2.32636,0.202281,10.7944637781,395.178,6.59022
2018-08-13 11:35:07.400,-1.26623,2.29575,0.174222,10.7944637781,395.191,6.63171
2018-08-13 11:35:07.500,-1.31215,2.36003,0.0109686,10.5776343392,395.24,6.57908
2018-08-13 11:35:07.600,-1.37745,2.34166,-0.165549,10.6868791308,395.472,6.49651
2018-08-13 11:35:07.700,-1.08972,2.4386,0.106115,10.737306896,395.436,6.46945
2018-08-13 11:35:07.800,-1.34378,2.30901,0.178048,10.7406689063,395.474,6.45553
2018-08-13 11:35:07.900,-1.59886,2.11821,0.0982071,11.0887446274,395.334,6.44421
2018-08-13 11:35:08.000,-1.34378,2.10189,-0.0339261,10.9541973269,395.368,6.45382
2018-08-13 11:35:08.100,-1.55091,2.24677,0.310181,10.7927826112,395.286,6.47957
2018-08-13 11:35:08.200,-1.43969,2.42329,0.206873,10.818000637,395.354,6.49336
2018-08-13 11:35:08.300,-1.2346,2.51716,0.0344362,10.7389878987,395.249,6.51923
2018-08-13 11:35:08.400,-1.32745,2.56614,0.142336,10.8465824201,395.342,6.5298
2018-08-13 11:35:08.500,-1.31113,2.63042,0.12295,10.737306896,395.364,6.55403
2018-08-13 11:35:08.600,-1.18563,2.64572,0.225749,10.9811042388,395.35,6.52782
2018-08-13 11:35:08.700,-1.18461,2.69572,0.298447,10.818000637,395.247,6.50828
2018-08-13 11:35:08.800,-1.29582,2.66409,0.329823,10.7911014493,395.479,6.47672
2018-08-13 11:35:08.900,-1.24889,2.74266,0.409919,10.6583053855,395.398,6.47412
2018-08-13 11:35:09.000,-1.48663,2.85387,0.457619,10.9525156872,395.441,6.47868
2018-08-13 11:35:09.100,-1.72844,2.80694,0.293856,10.9541973269,395.407,6.49072
2018-08-13 11:35:09.200,-1.31113,3.22119,0.430581,10.661666928,395.233,6.52496
2018-08-13 11:35:09.300,-1.18563,3.21915,0.489505,10.7137733815,395.021,6.61816
2018-08-13 11:35:09.400,-1.455,2.82224,0.242329,11.0113760377,395.094,6.64185
2018-08-13 11:35:09.500,-1.455,2.66001,0.102288,10.7927826112,395.015,6.7054
2018-08-13 11:35:09.600,-1.40908,2.58348,0.102288,11.0887446274,394.913,6.7315
2018-08-13 11:35:09.700,-1.55091,2.62838,0.110451,11.3545691218,394.907,6.79287
2018-08-13 11:35:09.800,-1.47132,2.40697,0.158407,11.5683282469,394.474,6.9657
2018-08-13 11:35:09.900,-1.71314,2.02332,-0.0895342,11.3040865609,394.656,6.99941
2018-08-13 11:35:10.000,-1.32745,1.92639,-0.0415786,11.3528862976,394.881,6.92377
2018-08-13 11:35:10.100,-1.39173,2.10393,0.166569,11.4101051123,394.746,6.98841
2018-08-13 11:35:10.200,-0.976459,2.40799,0.330078,11.2250062211,394.7,7.04811
2018-08-13 11:35:10.300,-0.803002,2.40901,0.346148,11.4084221238,394.515,7.09973
2018-08-13 11:35:10.400,-1.31215,2.26514,0.202536,11.4370336041,394.706,7.11024
2018-08-13 11:35:10.500,-1.42439,2.39064,0.38237,11.4370336041,394.602,7.10692
2018-08-13 11:35:10.600,-1.37541,2.40595,0.314263,11.4403997551,394.618,7.11083
2018-08-13 11:35:10.700,-1.47234,1.92435,0.242074,11.517826724,394.599,7.10921
2018-08-13 11:35:10.800,-1.74375,2.0876,0.417571,11.4370336041,394.545,7.1336
2018-08-13 11:35:10.900,-1.88558,1.92741,0.365789,11.2485609173,394.353,7.1521
2018-08-13 11:35:11.000,-1.56621,1.99067,0.0744843,11.139208077,394.651,7.09713
2018-08-13 11:35:11.100,-1.67845,1.48254,-0.0535675,11.3528862976,394.769,7.04492
2018-08-13 11:35:11.200,-1.67845,1.76926,-0.0494862,11.2737991743,394.845,7.01792
2018-08-13 11:35:11.300,-1.42132,2.32738,0.321915,10.9003873253,394.778,6.97531
2018-08-13 11:35:11.400,-1.45704,2.36003,0.385941,10.6330944517,394.785,6.96212
2018-08-13 11:35:11.500,-1.64784,2.50288,0.660921,10.6297330785,395.447,6.72928
2018-08-13 11:35:11.600,-1.82129,2.77429,0.605058,10.9272916891,395.431,6.61364
2018-08-13 11:35:11.700,-1.08768,3.27119,0.724947,10.7406689063,395.307,6.61765
2018-08-13 11:35:11.800,-1.51724,3.60484,1.20017,10.7154543145,395.197,6.64612
2018-08-13 11:35:11.900,-1.37337,3.41301,1.31164,10.9306548241,395.216,6.61189
2018-08-13 11:35:12.000,-1.35704,3.58749,0.90478,10.8768470522,395.296,6.58308
2018-08-13 11:35:12.100,-1.10502,3.58953,0.956817,11.0399675506,395.228,6.57929
2018-08-13 11:35:12.200,-0.910137,4.16296,0.904525,10.6112458816,395.297,6.55141
2018-08-13 11:35:12.300,-0.511187,3.81605,1.04482,10.6583053855,395.349,6.52719
2018-08-13 11:35:12.400,-0.767291,3.49158,0.972633,10.8516264134,395.389,6.52383
2018-08-13 11:35:12.500,-0.751986,3.44567,1.00834,10.8247256331,395.267,6.51603
2018-08-13 11:35:12.600,-1.15298,2.37636,0.833357,10.9020688107,395.237,6.5235
2018-08-13 11:35:12.700,-2.02944,2.55185,0.605568,10.9811042388,395.281,6.5299
2018-08-13 11:35:12.800,-1.55091,3.28343,0.816777,11.0130578516,395.159,6.58283
2018-08-13 11:35:12.900,-1.91619,3.07835,0.888965,11.1425724663,395.199,6.5714
2018-08-13 11:35:13.000,-1.40602,2.75694,0.944318,11.2250062211,395.077,6.59538
2018-08-13 11:35:13.100,-0.0989723,2.77531,0.697653,11.2805295653,394.949,6.64682
2018-08-13 11:35:13.200,-1.66314,1.59172,0.605313,11.1964054014,394.752,6.7417
2018-08-13 11:35:13.300,-1.77538,1.19481,0.445631,11.6811311539,394.639,6.87611
2018-08-13 11:35:13.400,-1.69477,0.921361,0.273959,11.9741863379,394.275,7.01166
2018-08-13 11:35:13.500,-1.05604,1.30705,0.641279,11.1661237483,394.265,7.09481
2018-08-13 11:35:13.600,0.361198,1.77028,0.322425,11.4908944099,394.972,6.86406
2018-08-13 11:35:13.700,1.14379,2.79163,-0.212995,10.6868791308,395.039,6.74985
2018-08-13 11:35:13.800,0.633627,2.80694,-0.448181,10.6868791308,395.241,6.64415
2018-08-13 11:35:13.900,0.138765,2.16719,-0.591793,10.8432197827,395.432,6.57665
2018-08-13 11:35:14.000,-0.0377523,1.67131,-0.991254,10.7339449056,395.267,6.55216
2018-08-13 11:35:14.100,-0.0683623,2.03863,-0.759638,10.737306896,395.411,6.53672
2018-08-13 11:35:14.200,-0.403032,2.58144,-0.688215,10.818000637,395.397,6.52082
2018-08-13 11:35:14.300,-0.609139,2.91917,-0.651483,10.6347751458,395.484,6.50432
2018-08-13 11:35:14.400,-0.978499,2.32534,-0.608119,10.654943863,395.4,6.48536
2018-08-13 11:35:14.500,-1.02646,2.72327,-0.540521,10.6314137626,395.341,6.47584
2018-08-13 11:35:14.600,-0.261205,2.79061,-0.300998,10.6583053855,395.265,6.47762
2018-08-13 11:35:14.700,-0.609139,2.1978,0.278041,10.6078846378,395.236,6.50273
2018-08-13 11:35:14.800,-1.42439,2.67939,0.445886,11.1694882968,395.399,6.50907
2018-08-13 11:35:14.900,-1.91823,2.63144,0.350229,11.1947230451,395.145,6.57943
2018-08-13 11:35:15.000,-1.91721,3.14059,0.490015,11.1190221597,395.013,6.64984
2018-08-13 11:35:15.100,-1.53458,2.83653,0.102543,10.9794225195,395.002,6.65677
2018-08-13 11:35:15.200,-1.48867,2.86918,0.174222,10.9541973269,395.099,6.65705
2018-08-13 11:35:15.300,-1.2795,2.6947,0.226259,10.9558789716,395.24,6.65291
2018-08-13 11:35:15.400,-0.897893,2.82122,-0.00561183,11.0080124248,395.276,6.63815
2018-08-13 11:35:15.500,-1.21522,2.6294,0.545623,10.818000637,395.12,6.64005
2018-08-13 11:35:15.600,-1.24685,2.49982,0.864222,11.3310100359,395.267,6.6336
2018-08-13 11:35:15.700,-1.52132,1.8968,0.513738,11.1964054014,394.913,6.68754
2018-08-13 11:35:15.800,-0.722396,1.76926,0.557357,11.2788469601,395.011,6.66534
2018-08-13 11:35:15.900,-0.849937,1.6407,0.254063,11.1139757923,394.983,6.65828
2018-08-13 11:35:16.000,-0.610159,1.72028,0.178813,11.1173400323,395.189,6.66135
2018-08-13 11:35:16.100,0.186721,2.24881,0.126776,11.1964054014,394.968,6.67459
2018-08-13 11:35:16.200,0.249982,2.98141,0.0668318,11.0937907708,395.119,6.66224
2018-08-13 11:35:16.300,0.362218,2.61409,-0.241309,10.8987058449,394.898,6.699
2018-08-13 11:35:16.400,0.248961,2.69266,-0.264776,10.7675657051,395.278,6.643
2018-08-13 11:35:16.500,0.188762,2.58246,-0.496647,10.6835174391,395.23,6.59352
2018-08-13 11:35:16.600,-0.308141,2.72531,-0.688215,10.7944637781,395.371,6.55272
2018-08-13 11:35:16.700,0.042854,2.61307,-0.739486,10.870121439,395.346,6.55506
2018-08-13 11:35:16.800,-0.0683623,2.53349,-0.715509,10.8734842356,395.158,6.55422
2018-08-13 11:35:16.900,-0.418337,2.86816,-0.312222,10.9289732541,395.199,6.55809
2018-08-13 11:35:17.000,0.0255083,2.74266,-0.524196,10.8465824201,395.154,6.5622
2018-08-13 11:35:17.100,0.186721,2.64572,-0.161213,11.1173400323,395.233,6.5616
2018-08-13 11:35:17.200,0.0775453,3.01304,0.214525,10.8734842356,395.266,6.56167
2018-08-13 11:35:17.300,0.252022,3.52219,-0.0295897,11.1964054014,395.064,6.55467
2018-08-13 11:35:17.400,0.221412,3.25078,-0.289009,10.9272916891,395.3,6.56014
2018-08-13 11:35:17.500,-0.0816267,3.6028,0.258144,11.2233237802,395.222,6.55747
2018-08-13 11:35:17.600,-0.0193863,3.39465,0.12295,10.9020688107,395.359,6.56903
2018-08-13 11:35:17.700,0.205087,3.62218,0.334159,10.9289732541,395.304,6.57589
2018-08-13 11:35:17.800,0.111216,3.12834,0.259165,11.0416494491,395.141,6.57871
2018-08-13 11:35:17.900,0.205087,3.15589,-0.0211719,11.1425724663,395.255,6.5863
2018-08-13 11:35:18.000,0.12244,2.99672,-0.0377523,10.9844676924,395.053,6.58222
2018-08-13 11:35:18.100,0.218351,3.26813,-0.021427,11.1139757923,395.237,6.5858
2018-08-13 11:35:18.200,-0.24386,3.38138,-0.021427,11.1459368754,395.176,6.59146
2018-08-13 11:35:18.300,-0.130603,3.44362,-0.15305,10.9272916891,395.187,6.59669
2018-08-13 11:35:18.400,-0.209168,3.77931,-0.0816267,11.092108718,395.15,6.59551
2018-08-13 11:35:18.500,-0.418337,3.60484,-0.241054,11.0601506609,395.132,6.59676
2018-08-13 11:35:18.600,-0.864222,3.57219,-0.39691,10.925610129,395.076,6.60306
2018-08-13 11:35:18.700,-0.785657,3.42832,-0.508126,11.1964054014,394.982,6.62158
2018-08-13 11:35:18.800,-0.963194,3.45791,-0.408899,11.0382856571,395.049,6.66324
2018-08-13 11:35:18.900,-0.832592,3.82421,-0.0936156,11.2250062211,395.15,6.71658
2018-08-13 11:35:19.000,-0.385686,3.8589,-0.0137745,10.870121439,395.111,6.71732
2018-08-13 11:35:19.100,-0.770352,3.6028,-0.133153,10.9558789716,395.206,6.74527
2018-08-13 11:35:19.200,-1.0387,3.59055,-0.153305,11.0601506609,395.063,6.77622
2018-08-13 11:35:19.300,-1.1693,3.71707,-0.145142,11.0113760377,395.03,6.81369
2018-08-13 11:35:19.400,-1.23154,3.82523,-0.045915,11.0080124248,395.103,6.85474
2018-08-13 11:35:19.500,-1.0387,3.73136,-0.00510167,10.9541973269,395.131,6.87521
2018-08-13 11:35:19.600,-0.993804,3.74666,-0.196924,10.8987058449,395.161,6.8846
2018-08-13 11:35:19.700,-1.13665,3.87523,-0.058159,10.9794225195,395.064,6.87415
2018-08-13 11:35:19.800,-1.0887,3.87523,-0.0851978,10.9289732541,395.176,6.82673
2018-08-13 11:35:19.900,-1.13563,3.95481,0.0505065,11.0382856571,395.188,6.83892
2018-08-13 11:35:20.000,-1.05707,3.92624,0.106625,11.1156579098,394.965,6.86688
2018-08-13 11:35:20.100,-0.61118,4.14663,0.393849,11.2805295653,395.029,6.88816
2018-08-13 11:35:20.200,-0.657095,3.87523,0.537716,11.6272523516,394.904,6.91377
2018-08-13 11:35:20.300,-0.496902,3.71809,0.094891,12.1898633565,395.037,6.91478
2018-08-13 11:35:20.400,-0.625464,3.78135,-0.033671,11.0096942288,395.011,6.89367
2018-08-13 11:35:20.500,-0.961154,3.74666,-0.0295897,10.8734842356,394.915,6.91781
2018-08-13 11:35:20.600,-0.785657,3.57219,-0.360178,10.9558789716,395.051,6.87482
2018-08-13 11:35:20.700,-1.24889,3.63545,-0.189272,10.7911014493,395.195,6.77214
2018-08-13 11:35:20.800,-1.39173,3.73034,-0.225239,10.9541973269,395.188,6.69305
2018-08-13 11:35:20.900,-1.21726,3.4926,-0.269113,10.7927826112,395.016,6.68343
2018-08-13 11:35:21.000,-1.37745,3.41097,-0.189272,10.8482637462,395.167,6.72771
2018-08-13 11:35:21.100,-1.3601,3.47525,-0.149479,10.925610129,395.161,6.71104
2018-08-13 11:35:21.200,-1.39173,3.3171,-0.241309,11.1358437077,395.095,6.68849
2018-08-13 11:35:21.300,-1.29378,3.47525,0.042854,11.2233237802,394.922,6.72419
2018-08-13 11:35:21.400,-1.18665,3.20691,0.210189,11.2485609173,394.867,6.80525
2018-08-13 11:35:21.500,-0.833612,3.06406,0.430326,11.2485609173,395.014,6.84813
2018-08-13 11:35:21.600,-1.23358,3.26813,0.254318,11.1156579098,394.874,6.89408
2018-08-13 11:35:21.700,-1.05604,3.34771,0.158662,10.9827859631,394.968,6.89894
2018-08-13 11:35:21.800,-1.07441,3.29976,0.222433,11.1980877628,395.033,6.88707
2018-08-13 11:35:21.900,-1.20195,3.38036,0.282887,11.1694882968,394.977,6.9089
2018-08-13 11:35:22.000,-1.50397,3.42832,0.230085,11.3040865609,395.035,6.94367
2018-08-13 11:35:22.100,-1.20093,3.31506,0.325996,10.7406689063,394.978,7.00854
2018-08-13 11:35:22.200,-1.63253,3.25282,0.273959,11.1442546683,394.947,6.98318
2018-08-13 11:35:22.300,-1.52132,2.99774,0.202791,11.0904266703,395.123,6.95659
2018-08-13 11:35:22.400,-1.55091,3.01406,0.285948,11.2485609173,395.026,6.97316
2018-08-13 11:35:22.500,-1.67845,3.17324,0.269878,11.1156579098,395.117,6.99355
2018-08-13 11:35:22.600,-1.5203,2.69266,-0.0374972,11.1964054014,395.017,6.98569
2018-08-13 11:35:22.700,-2.22127,3.25384,0.270388,11.1122936798,394.949,7.00732
2018-08-13 11:35:22.800,-1.76007,3.17324,0.221667,11.1947230451,394.944,7.02214
2018-08-13 11:35:22.900,-2.06311,3.42934,0.0507616,10.6062040233,395.108,6.99653
2018-08-13 11:35:23.000,-2.04577,3.53852,-0.00969316,11.0366037685,395.236,6.89679
2018-08-13 11:35:23.100,-2.0274,3.52423,-0.0257634,11.0096942288,395.284,6.82512
2018-08-13 11:35:23.200,-1.85292,3.46097,0.0823919,10.8449010989,395.166,6.82766
2018-08-13 11:35:23.300,-1.82129,3.26609,0.2459,10.9020688107,395.384,6.80266
2018-08-13 11:35:23.400,-1.77436,3.26813,0.2459,10.7406689063,395.328,6.76718
2018-08-13 11:35:23.500,-1.7264,3.34975,0.390022,10.818000637,395.272,6.74831
2018-08-13 11:35:23.600,-1.69477,3.36608,0.50583,10.7692467974,395.245,6.78472
2018-08-13 11:35:23.700,-2.12535,3.45893,0.425734,11.0635145823,395.361,6.81932
2018-08-13 11:35:23.800,-1.97945,3.50689,0.425734,10.8482637462,395.131,6.865
2018-08-13 11:35:23.900,-1.85292,3.60484,0.430326,10.9003873253,395.12,6.88163
2018-08-13 11:35:24.000,-2.0121,3.63545,0.294621,10.7658846179,395.113,6.84105
2018-08-13 11:35:24.100,-1.75905,3.79564,0.449457,11.1408902692,395.208,6.80228
2018-08-13 11:35:24.200,-1.94782,3.69973,0.462211,11.0096942288,395.41,6.76025
2018-08-13 11:35:24.300,-1.71314,3.89053,0.18264,10.7944637781,395.41,6.84625
2018-08-13 11:35:24.400,-1.50397,4.13235,0.425989,10.8465824201,395.4,6.83902
2018-08-13 11:35:24.500,-1.64682,3.92318,0.656839,10.6868791308,395.344,6.69651
2018-08-13 11:35:24.600,-1.49989,4.00277,0.685409,11.2771643599,395.393,6.64375
2018-08-13 11:35:24.700,-1.86823,4.30989,0.65735,11.1980877628,395.324,6.63949
2018-08-13 11:35:24.800,-1.85292,4.06807,0.665767,10.9844676924,395.308,6.63464
2018-08-13 11:35:24.900,-1.80701,3.92318,0.517819,10.9272916891,395.243,6.60549
2018-08-13 11:35:25.000,-1.4703,4.00175,0.338496,11.302403886,395.16,6.62663
2018-08-13 11:35:25.100,-1.82027,3.74768,0.278806,11.0366037685,395.183,6.64519
2018-08-13 11:35:25.200,-1.7764,3.79462,0.194373,11.0130578516,395.186,6.5924
2018-08-13 11:35:25.300,-1.43969,3.63749,0.74918,11.1997701291,395.342,6.59691
2018-08-13 11:35:25.400,-1.51826,3.76503,0.864732,11.1190221597,395.162,6.63742
2018-08-13 11:35:25.500,-1.34072,3.79768,0.660921,11.0096942288,395.146,6.67601
2018-08-13 11:35:25.600,-1.59988,3.3018,0.669339,11.1173400323,395.344,6.64755
2018-08-13 11:35:25.700,-1.43663,3.95583,1.06854,10.8213631251,395.054,6.67106
2018-08-13 11:35:25.800,-0.592814,3.81298,1.64733,12.0887546012,395.191,6.65954
2018-08-13 11:35:25.900,-0.624444,4.2303,1.52769,12.1393067392,395.33,6.59969
2018-08-13 11:35:26.000,0.380584,3.67218,1.62361,12.3853910879,394.734,6.76916
2018-08-13 11:35:26.100,-0.319364,3.10998,2.01796,12.1409918876,394.532,6.85995
2018-08-13 11:35:26.200,0.525472,2.95182,1.84629,11.8175346492,393.932,7.06309
2018-08-13 11:35:26.300,-0.477516,3.22323,1.41571,11.869747096,394.168,7.16003
2018-08-13 11:35:26.400,-0.143867,3.14365,1.22746,12.3263885969,394.429,7.12773
2018-08-13 11:35:26.500,-0.464252,2.58348,1.55142,11.4942608795,394.565,7.07988
2018-08-13 11:35:26.600,-1.07237,2.64878,1.43178,11.5464437037,394.685,6.97546
2018-08-13 11:35:26.700,-0.592814,2.5192,1.3874,11.9253333433,394.768,6.9547
2018-08-13 11:35:26.800,-0.048976,2.23249,1.33664,11.8158504564,394.513,7.01609
2018-08-13 11:35:26.900,-0.242839,2.75898,1.20042,12.2488517379,394.335,7.13484
2018-08-13 11:35:27.000,-0.320385,2.91917,0.769076,12.3567319736,394.333,7.25408
2018-08-13 11:35:27.100,-0.403032,3.09365,0.146928,12.1932339569,394.184,7.27416
2018-08-13 11:35:27.200,-0.449967,3.50791,0.186466,11.8950129001,394.121,7.31507
2018-08-13 11:35:27.300,-0.00204067,3.22017,0.478026,11.8714314481,394.216,7.2963
2018-08-13 11:35:27.400,-0.145908,3.68748,0.418592,11.6525074056,394.221,7.30742
2018-08-13 11:35:27.500,-0.768311,3.78033,0.553276,11.7855358362,394.479,7.28434
2018-08-13 11:35:27.600,-0.755046,3.44362,0.362473,12.1915486542,394.603,7.2197
2018-08-13 11:35:27.700,-0.928503,3.81196,0.557867,11.1964054014,394.498,7.23873
2018-08-13 11:35:27.800,-0.545878,3.1763,0.577764,11.5716951744,394.68,7.18545
2018-08-13 11:35:27.900,0.124481,3.41506,0.677756,11.6003148615,395.241,6.93031
2018-08-13 11:35:28.000,0.442825,3.7487,0.330588,11.2805295653,394.893,6.88185
2018-08-13 11:35:28.100,0.411194,3.55586,0.0346913,10.5255403826,395.037,6.87381
2018-08-13 11:35:28.200,0.636688,3.41199,0.18315,10.7692467974,395.376,6.72061
2018-08-13 11:35:28.300,0.426499,3.69871,0.254573,10.9289732541,395.481,6.56149
2018-08-13 11:35:28.400,0.442825,3.39771,0.055098,11.0651965505,395.083,6.69286
2018-08-13 11:35:28.500,0.364259,3.39771,0.222178,11.0366037685,395.092,6.71916
2018-08-13 11:35:28.600,0.283653,3.39771,0.374207,10.554107444,394.987,6.74459
2018-08-13 11:35:28.700,0.315283,3.34975,0.466037,10.6364558449,395.173,6.67681
2018-08-13 11:35:28.800,0.172436,3.36608,0.497923,10.7944637781,395.255,6.63782
2018-08-13 11:35:28.900,0.411194,3.68544,0.570621,10.661666928,395.217,6.64935
2018-08-13 11:35:29.000,0.284673,3.59055,0.741272,10.7709278946,395.332,6.54338
2018-08-13 11:35:29.100,0.156111,3.98644,0.805043,10.9575606212,395.25,6.55756
2018-08-13 11:35:29.200,0.0448947,4.13133,0.904525,11.0096942288,395.243,6.57972
2018-08-13 11:35:29.300,-0.082647,3.93951,0.74918,10.8785284679,395.258,6.57248
2018-08-13 11:35:29.400,-0.130603,3.87523,0.609904,11.0635145823,395.269,6.60575
2018-08-13 11:35:29.500,-0.272429,4.165,0.773157,10.6902408425,395.385,6.61443
2018-08-13 11:35:29.600,0.0775453,3.57423,0.769331,10.7995073086,395.218,6.61408
2018-08-13 11:35:29.700,0.076525,3.98644,0.442059,11.1173400323,395.087,6.62912
2018-08-13 11:35:29.800,0.158152,3.90788,0.485423,11.0904266703,395.131,6.65326
2018-08-13 11:35:29.900,0.139786,3.88951,0.585671,10.8230443766,395.091,6.65234
2018-08-13 11:35:30.000,0.0132643,3.7334,0.78132,10.5860370381,395.269,6.61435
2018-08-13 11:35:30.100,0.172436,3.78033,0.785146,10.4499286336,395.572,6.47054
2018-08-13 11:35:30.200,-0.0163253,3.60586,0.649442,11.0635145823,395.499,6.41614
2018-08-13 11:35:30.300,-0.048976,3.60484,0.860651,10.7961449499,394.765,6.65289
2018-08-13 11:35:30.400,-0.114277,3.76503,0.773413,11.0937907708,395.412,6.54802
2018-08-13 11:35:30.500,-0.0499963,3.47832,1.01651,11.5464437037,395.393,6.4535
2018-08-13 11:35:30.600,-0.6724,3.06304,0.840754,11.4942608795,395.029,6.57549
2018-08-13 11:35:30.700,-0.416296,3.36302,0.860651,10.6902408425,394.879,6.70218
2018-08-13 11:35:30.800,-0.30508,3.1916,1.13231,10.9558789716,394.952,6.68529
2018-08-13 11:35:30.900,-0.273449,3.5426,1.04865,10.8751656414,395.46,6.51696
2018-08-13 11:35:31.000,-0.227534,3.52423,0.785146,11.0399675506,395.143,6.61185
2018-08-13 11:35:31.100,0.0438743,3.63749,1.13665,11.1190221597,395.118,6.62242
2018-08-13 11:35:31.200,-0.033671,3.51199,1.44836,11.1190221597,395.253,6.61882
2018-08-13 11:35:31.300,0.141826,3.62524,1.15655,11.2014525004,395.149,6.58084
2018-08-13 11:35:31.400,0.462211,3.43036,1.02875,10.9323363991,395.166,6.58846
