,u_m/s,v_m/s,w_m/s,T_degC,CO2_ppm,H2O_ppt
2018-08-13 11:30:03.500,0.283653,4.38335,0.118869,10.9020688107,395.335,6.40416
2018-08-13 11:30:03.600,0.0448947,4.54456,0.494606,10.7154543145,395.336,6.42089
2018-08-13 11:30:03.700,0.173457,4.21091,0.700969,11.0366037685,395.338,6.45137
2018-08-13 11:30:03.800,-0.131623,4.38641,0.676991,11.1156579098,395.113,6.50925
2018-08-13 11:30:03.900,-0.320385,4.42008,0.813206,11.0399675506,395.319,6.55347
2018-08-13 11:30:04.000,0.316303,3.90584,0.510422,10.7423499189,394.983,6.6448
2018-08-13 11:30:04.100,0.238758,4.3405,0.123205,10.5524269888,395.349,6.5854
2018-08-13 11:30:04.200,0.203046,4.35274,0.221667,10.5524269888,395.31,6.52896
2018-08-13 11:30:04.300,0.253043,4.52824,0.206617,10.423046885,395.57,6.4732
2018-08-13 11:30:04.400,0.363239,4.54558,0.103054,10.2601035595,395.389,6.43635
2018-08-13 11:30:04.500,0.363239,4.62619,0.206362,10.4768116564,395.469,6.40219
2018-08-13 11:30:04.600,0.39691,4.59456,0.298703,10.421366818,395.516,6.38843
2018-08-13 11:30:04.700,0.267327,4.65782,0.302529,10.6885599842,395.536,6.37453
2018-08-13 11:30:04.800,0.42752,4.59558,0.422418,10.4751314302,395.462,6.36272
2018-08-13 11:30:04.900,0.316303,4.40376,0.513738,10.5843564884,395.442,6.37169
2018-08-13 11:30:05.000,0.253043,4.14663,0.437978,10.4700907813,395.534,6.37428
2018-08-13 11:30:05.100,0.109176,4.33846,0.3663,10.5843564884,395.565,6.38176
2018-08-13 11:30:05.200,0.108155,4.62211,0.0665767,10.4734512089,395.654,6.37657
2018-08-13 11:30:05.300,0.0448947,4.51293,0.469863,10.3928064406,395.55,6.37237
2018-08-13 11:30:05.400,-0.00510167,4.46498,0.393849,10.7423499189,395.443,6.35044
2018-08-13 11:30:05.500,0.03061,4.46498,0.573682,11.0668785237,395.478,6.34223
2018-08-13 11:30:05.600,0.0142847,4.43539,0.522411,11.0113760377,395.58,6.33565
2018-08-13 11:30:05.700,0.238758,4.43233,0.393849,10.6599861542,395.465,6.35129
2018-08-13 11:30:05.800,0.0285693,4.33744,0.154836,10.5826759436,395.38,6.39645
2018-08-13 11:30:05.900,0.140806,4.34152,0.175242,10.6078846378,395.505,6.38457
2018-08-13 11:30:06.000,0.315283,4.16398,0.342322,10.737306896,395.578,6.37197
2018-08-13 11:30:06.100,0.0438743,4.16194,0.155091,11.0937907708,395.332,6.4139
2018-08-13 11:30:06.200,0.187741,4.25581,-0.168865,10.5289011387,395.44,6.45645
2018-08-13 11:30:06.300,0.156111,4.25887,0.438233,10.5557879041,395.406,6.44246
2018-08-13 11:30:06.400,-0.191823,4.38743,0.394869,10.8818913143,395.504,6.40911
2018-08-13 11:30:06.500,-0.0193863,4.16398,0.310181,10.4448882087,395.436,6.42581
2018-08-13 11:30:06.600,-0.003061,4.21091,0.346148,10.8987058449,395.489,6.39978
2018-08-13 11:30:06.700,-0.0357117,4.32213,0.206362,10.5272207582,395.538,6.36889
2018-08-13 11:30:06.800,0.125501,4.38641,0.270643,10.5289011387,395.357,6.42414
2018-08-13 11:30:06.900,0.0755047,4.43233,0.215035,10.3407294553,395.525,6.40854
2018-08-13 11:30:07.000,0.0744843,4.70782,0.298958,10.3659273994,395.58,6.37649
2018-08-13 11:30:07.100,-0.178558,4.61089,0.434407,10.3911264632,395.526,6.35533
2018-08-13 11:30:07.200,0.0142847,4.75271,0.33773,10.3659273994,395.51,6.32808
2018-08-13 11:30:07.300,0.268348,4.65782,0.218861,10.7692467974,395.607,6.316
2018-08-13 11:30:07.400,-0.003061,4.49661,0.601486,10.5255403826,395.529,6.33538
2018-08-13 11:30:07.500,0.0591793,4.7068,0.406858,10.4465683454,395.419,6.36922
2018-08-13 11:30:07.600,0.045915,4.59252,0.374462,10.421366818,395.579,6.36253
2018-08-13 11:30:07.700,0.186721,4.466,0.162488,10.6330944517,395.467,6.35302
2018-08-13 11:30:07.800,0.108155,4.49967,-0.00535675,10.7961449499,395.535,6.35654
2018-08-13 11:30:07.900,0.219372,4.43437,-0.0494862,10.9861494267,395.45,6.40603
2018-08-13 11:30:08.000,0.236717,4.78434,-0.0448947,10.9306548241,395.3,6.43665
2018-08-13 11:30:08.100,0.155091,4.94249,0.0112237,10.5557879041,395.326,6.46974
2018-08-13 11:30:08.200,0.380584,5.08942,-0.120909,10.8482637462,395.47,6.4464
2018-08-13 11:30:08.300,0.443845,4.88229,0.0790758,10.7961449499,395.472,6.4201
2018-08-13 11:30:08.400,0.185701,4.78536,-0.0849427,10.7406689063,395.344,6.44558
2018-08-13 11:30:08.500,0.475475,4.59354,-0.0609649,10.6095652572,395.427,6.44446
2018-08-13 11:30:08.600,0.475475,4.71904,0.122695,10.5843564884,395.332,6.46217
2018-08-13 11:30:08.700,0.248961,4.48232,0.0431091,10.6868791308,395.32,6.46048
2018-08-13 11:30:08.800,0.188762,4.69047,0.337985,10.661666928,395.572,6.43815
2018-08-13 11:30:08.900,0.204067,4.70374,0.393849,10.8499450773,395.32,6.43741
2018-08-13 11:30:09.000,0.285693,4.46906,0.522156,10.9609239354,395.374,6.4621
2018-08-13 11:30:09.100,0.0601997,4.52926,0.5219,10.7406689063,395.402,6.48499
2018-08-13 11:30:09.200,0.0142847,4.80271,0.298192,10.394486423,395.509,6.45716
2018-08-13 11:30:09.300,-0.018366,4.59456,0.143102,10.661666928,395.551,6.40803
2018-08-13 11:30:09.400,-0.00408133,4.5915,0.0265287,10.2063593327,395.674,6.3565
2018-08-13 11:30:09.500,-0.162233,4.89658,0.042854,10.0149369426,395.587,6.31506
2018-08-13 11:30:09.600,-0.195904,4.80067,0.0313752,9.9880758182,395.815,6.24701
2018-08-13 11:30:09.700,-0.178558,4.59558,-0.0132643,10.0669839968,395.866,6.22018
2018-08-13 11:30:09.800,-0.195904,4.78842,0.127542,9.99646978271,395.858,6.2029
2018-08-13 11:30:09.900,-0.211209,4.67415,0.0627505,10.0434782833,395.856,6.18939
2018-08-13 11:30:10.000,-0.30712,4.76904,0.118614,10.1526202023,395.879,6.18394
2018-08-13 11:30:10.100,-0.211209,4.62517,0.258399,9.96457337952,395.736,6.17205
2018-08-13 11:30:10.200,-0.211209,4.61089,0.442059,10.448248487,395.818,6.17291
2018-08-13 11:30:10.300,-0.179579,4.62619,0.386196,10.2080387626,395.605,6.16352
2018-08-13 11:30:10.400,-0.115298,4.73741,0.226514,10.1257525482,395.787,6.18188
2018-08-13 11:30:10.500,-0.082647,4.62415,0.21427,10.0720210623,395.602,6.16705
2018-08-13 11:30:10.600,-0.164274,4.70476,0.102799,10.0417993411,395.77,6.16203
2018-08-13 11:30:10.700,-0.131623,4.49457,0.0510167,10.1274317392,395.853,6.15485
2018-08-13 11:30:10.800,0.012244,4.88331,0.0630056,10.2836182613,395.834,6.14572
2018-08-13 11:30:10.900,-0.162233,4.70272,0.134684,9.96289467123,395.939,6.13933
2018-08-13 11:30:11.000,0.171416,4.44967,0.0349464,10.0720210623,395.791,6.13641
2018-08-13 11:30:11.100,-0.24386,4.20887,0.0984621,9.9880758182,395.815,6.14235
2018-08-13 11:30:11.200,-0.147948,4.13031,0.330333,10.2852979202,395.845,6.13888
2018-08-13 11:30:11.300,-0.102033,4.01909,0.314773,9.93771464405,395.776,6.12725
2018-08-13 11:30:11.400,0.0295897,4.08133,0.425479,10.0451572305,395.705,6.18544
2018-08-13 11:30:11.500,-0.082647,4.22316,0.278296,9.88567946976,395.729,6.18576
2018-08-13 11:30:11.600,-0.115298,4.22214,0.126521,9.98975460115,395.868,6.1461
2018-08-13 11:30:11.700,-0.177538,4.46294,0.226259,9.98975460115,396.007,6.13703
2018-08-13 11:30:11.800,-0.00204067,4.49661,0.15458,9.9343573917,395.83,6.13155
2018-08-13 11:30:11.900,-0.0346913,4.64252,0.170396,10.1761304447,395.929,6.12988
2018-08-13 11:30:12.000,0.282632,4.73741,0.0788207,10.0417993411,395.863,6.13303
2018-08-13 11:30:12.100,-0.0663217,4.57619,-0.160958,10.0686630136,395.824,6.14337
2018-08-13 11:30:12.200,-0.018366,4.38233,-0.229065,10.0686630136,395.648,6.15144
2018-08-13 11:30:12.300,0.0591793,4.19357,-0.145653,10.0149369426,395.747,6.15541
2018-08-13 11:30:12.400,-0.00204067,4.45171,-0.264266,10.0686630136,395.745,6.16046
2018-08-13 11:30:12.500,-0.0193863,4.1752,-0.33671,10.2836182613,395.854,6.14365
2018-08-13 11:30:12.600,-0.147948,4.05072,-0.416806,10.1475824201,395.773,6.13779
2018-08-13 11:30:12.700,-0.3061,4.17724,-0.436448,9.9880758182,395.873,6.14101
2018-08-13 11:30:12.800,-0.260185,4.51191,0.0311202,10.0686630136,395.909,6.1392
2018-08-13 11:30:12.900,-0.321405,4.32111,0.0785657,10.2617831487,395.948,6.12966
2018-08-13 11:30:13.000,-0.481597,4.2905,0.134429,10.0149369426,395.775,6.12834
2018-08-13 11:30:13.100,-0.465272,4.19357,-0.153305,10.0938488638,395.814,6.1271
2018-08-13 11:30:13.200,-0.464252,4.32111,-0.292836,10.2852979202,395.741,6.13044
2018-08-13 11:30:13.300,-0.419357,4.11092,-0.540521,10.0149369426,395.809,6.12346
2018-08-13 11:30:13.400,-0.322425,4.01909,-0.113002,10.1509409366,395.781,6.11337
2018-08-13 11:30:13.500,-0.195904,3.97216,0.270388,10.1492616758,395.686,6.13419
2018-08-13 11:30:13.600,-0.195904,4.00277,-0.0137745,10.3407294553,395.715,6.15281
2018-08-13 11:30:13.700,-0.145908,3.88951,0.186211,10.0434782833,395.752,6.14207
2018-08-13 11:30:13.800,0.0112237,3.81196,0.262481,10.1794891304,395.678,6.15429
2018-08-13 11:30:13.900,0.0591793,3.71809,0.298447,10.2836182613,395.706,6.18928
2018-08-13 11:30:14.000,-0.0836673,3.57219,0.681583,10.5860370381,395.521,6.26869
2018-08-13 11:30:14.100,-0.355076,3.86094,0.673675,10.5053762641,395.467,6.31713
2018-08-13 11:30:14.200,-0.241819,4.03644,0.744843,11.0130578516,395.478,6.34513
2018-08-13 11:30:14.300,0.138765,3.94155,0.712958,11.2788469601,395.471,6.33461
2018-08-13 11:30:14.400,0.524451,3.68442,0.800706,11.2771643599,395.1,6.50319
2018-08-13 11:30:14.500,0.238758,3.49362,0.68898,11.2250062211,395.096,6.57454
2018-08-13 11:30:14.600,0.666278,4.48232,0.88922,10.5020156474,395.199,6.60656
2018-08-13 11:30:14.700,0.555061,4.16296,0.633882,10.3440891165,395.199,6.65112
2018-08-13 11:30:14.800,0.570366,3.95481,0.39844,9.91421429567,395.479,6.55861
2018-08-13 11:30:14.900,0.365279,4.35274,0.449712,9.93771464405,395.77,6.40005
2018-08-13 11:30:15.000,0.269368,4.16296,0.457364,10.0720210623,395.898,6.29986
2018-08-13 11:30:15.100,0.363239,4.05276,0.314518,9.98975460115,395.739,6.27881
2018-08-13 11:30:15.200,0.394869,4.51191,0.0589242,10.1257525482,395.816,6.22526
2018-08-13 11:30:15.300,0.363239,4.46396,0.473945,9.96457337952,395.843,6.20001
2018-08-13 11:30:15.400,0.0744843,4.33744,0.462466,9.93771464405,395.769,6.19114
2018-08-13 11:30:15.500,-0.131623,4.45171,0.19871,10.1492616758,395.801,6.17535
2018-08-13 11:30:15.600,0.509146,4.73537,0.262481,10.4499286336,395.916,6.15911
2018-08-13 11:30:15.700,0.269368,4.80169,0.50583,10.419686756,395.745,6.17678
2018-08-13 11:30:15.800,0.45813,4.80067,0.310691,10.3692872098,395.704,6.19775
2018-08-13 11:30:15.900,0.237738,4.83536,0.577764,10.2852979202,395.636,6.21792
2018-08-13 11:30:16.000,0.221412,4.8323,0.649187,10.3709671226,395.721,6.23138
2018-08-13 11:30:16.100,0.157131,4.70578,0.56603,10.2836182613,395.551,6.23385
2018-08-13 11:30:16.200,0.0285693,4.65986,0.437723,10.3659273994,395.595,6.23715
2018-08-13 11:30:16.300,0.220392,4.5966,0.378799,10.3659273994,395.661,6.23343
2018-08-13 11:30:16.400,0.461191,4.51293,0.341557,10.3390496322,395.683,6.2623
2018-08-13 11:30:16.500,0.394869,4.83434,0.270898,10.3961664104,395.59,6.26502
2018-08-13 11:30:16.600,0.174477,4.67211,0.362218,10.3676073021,395.745,6.24579
2018-08-13 11:30:16.700,0.316303,4.68945,0.206617,10.3676073021,395.634,6.23269
2018-08-13 11:30:16.800,0.345893,4.62415,0.0630056,10.286977584,395.802,6.21614
2018-08-13 11:30:16.900,0.236717,4.92923,0.147183,10.2601035595,395.73,6.2073
2018-08-13 11:30:17.000,0.302019,4.86393,0.0385176,10.3676073021,395.719,6.19904
2018-08-13 11:30:17.100,0.445886,4.81597,0.122695,10.3138528826,395.643,6.1893
2018-08-13 11:30:17.200,0.284673,5.00882,0.0984621,10.2315513044,395.712,6.182
2018-08-13 11:30:17.300,0.298958,5.10473,0.23034,10.3121731391,395.689,6.17597
2018-08-13 11:30:17.400,0.0775453,5.0078,0.29003,10.1257525482,395.594,6.17103
2018-08-13 11:30:17.500,0.09183,4.59558,0.082647,10.3373698141,395.624,6.15842
2018-08-13 11:30:17.600,0.699949,4.83128,-0.0813716,10.3676073021,395.646,6.15062
2018-08-13 11:30:17.700,0.731579,4.60884,-0.0130092,10.3121731391,395.602,6.14823
2018-08-13 11:30:17.800,0.761169,4.416,-0.141316,10.0686630136,395.689,6.14411
2018-08-13 11:30:17.900,0.666278,4.38641,0.115043,10.3138528826,395.739,6.136
2018-08-13 11:30:18.000,0.715254,4.59456,0.0392828,10.0417993411,395.667,6.1347
2018-08-13 11:30:18.100,0.732599,4.73537,0.174477,10.1526202023,395.725,6.13028
2018-08-13 11:30:18.200,0.874425,4.51293,0.110706,10.1509409366,395.761,6.12848
2018-08-13 11:30:18.300,0.890751,4.49763,0.186976,10.3676073021,395.69,6.1363
2018-08-13 11:30:18.400,0.747904,4.49763,0.18315,10.0988861682,395.654,6.14144
2018-08-13 11:30:18.500,0.681583,4.48028,0.186721,10.2080387626,395.632,6.14606
2018-08-13 11:30:18.600,0.761169,4.38539,0.0747394,10.2601035595,395.651,6.15311
2018-08-13 11:30:18.700,0.842795,4.28846,0.106625,10.1274317392,395.818,6.15075
2018-08-13 11:30:18.800,1.06727,4.32519,0.0790758,10.2584239753,395.682,6.16419
2018-08-13 11:30:18.900,0.954011,4.4813,0.00739742,10.1257525482,395.765,6.17488
2018-08-13 11:30:19.000,0.762189,4.25785,-0.201006,10.0972070617,395.633,6.17673
2018-08-13 11:30:19.100,0.905035,4.19459,-0.144632,10.5557879041,395.76,6.15062
2018-08-13 11:30:19.200,0.986662,4.28846,0.0270388,10.233230809,395.624,6.16044
2018-08-13 11:30:19.300,0.970337,4.416,0.150499,10.3676073021,395.699,6.17968
2018-08-13 11:30:19.400,0.716274,4.45069,0.0471904,10.2836182613,395.632,6.18271
2018-08-13 11:30:19.500,0.620363,4.41702,0.18264,10.1778097851,395.8,6.17698
2018-08-13 11:30:19.600,0.508126,4.50987,-0.193098,10.2601035595,395.799,6.17026
2018-08-13 11:30:19.700,0.267327,4.35274,-0.161213,10.0417993411,395.677,6.16774
2018-08-13 11:30:19.800,0.635668,4.24152,0.142336,10.0720210623,395.688,6.15999
2018-08-13 11:30:19.900,0.410174,3.97114,0.134939,10.233230809,395.764,6.1485
2018-08-13 11:30:20.000,0.393849,3.97114,0.0984621,10.0703420355,395.769,6.13284
2018-08-13 11:30:20.100,0.251002,3.97216,0.0308651,10.0686630136,395.697,6.12785
2018-08-13 11:30:20.200,0.0265287,4.0997,0.0867283,10.1240733621,395.655,6.13073
2018-08-13 11:30:20.300,-0.003061,4.2905,0.210444,10.2852979202,395.697,6.13591
2018-08-13 11:30:20.400,0.076525,4.75271,-0.248196,10.0703420355,395.674,6.14603
2018-08-13 11:30:20.500,0.45915,4.85066,-0.276765,9.93939327769,395.733,6.15402
2018-08-13 11:30:20.600,0.699949,4.8976,-0.328292,10.3390496322,395.817,6.09237
2018-08-13 11:30:20.700,0.713213,4.99249,-0.220392,10.2634627429,395.831,6.07297
2018-08-13 11:30:20.800,0.554041,4.83536,-0.360178,10.2601035595,395.638,6.09861
2018-08-13 11:30:20.900,0.442825,5.23431,0.0313752,10.5826759436,395.737,6.07872
2018-08-13 11:30:21.000,0.411194,5.63224,0.102799,10.2315513044,395.692,6.08493
2018-08-13 11:30:21.100,0.538736,5.40981,-0.128817,10.1811684807,395.617,6.13235
2018-08-13 11:30:21.200,0.12244,5.45776,-0.0137745,10.2836182613,395.576,6.14411
2018-08-13 11:30:21.300,0.0908097,4.89556,-0.292581,10.3155326311,395.599,6.15251
2018-08-13 11:30:21.400,0.042854,5.15064,-0.583886,10.1240733621,395.854,6.11653
2018-08-13 11:30:21.500,0.0285693,5.0078,-0.647657,10.2836182613,395.768,6.10925
2018-08-13 11:30:21.600,0.411194,4.67108,-0.388492,10.1526202023,395.783,6.11433
2018-08-13 11:30:21.700,-0.527512,4.24152,0.589242,10.1526202023,395.694,6.13318
2018-08-13 11:30:21.800,0.0295897,4.55987,0.605823,10.421366818,395.585,6.16486
2018-08-13 11:30:21.900,0.330588,3.87829,0.865498,10.5036959533,395.602,6.1849
2018-08-13 11:30:22.000,0.46017,3.7334,0.785146,10.1778097851,395.605,6.19326
2018-08-13 11:30:22.100,0.0132643,3.65279,1.00069,10.421366818,395.569,6.22525
2018-08-13 11:30:22.200,0.507106,3.58953,0.840754,10.3424092834,395.514,6.22949
2018-08-13 11:30:22.300,0.509146,4.13133,0.545623,10.7154543145,395.535,6.25086
2018-08-13 11:30:22.400,1.2897,3.71605,0.142847,10.6095652572,395.782,6.20852
2018-08-13 11:30:22.500,1.44887,4.00277,0.162743,10.5843564884,395.637,6.24883
2018-08-13 11:30:22.600,0.589753,3.85992,0.61322,10.8751656414,395.475,6.31073
2018-08-13 11:30:22.700,1.14787,4.03542,0.653268,10.7406689063,395.542,6.35517
2018-08-13 11:30:22.800,1.40194,3.73238,0.525982,10.8196818786,395.46,6.42314
2018-08-13 11:30:22.900,1.43255,3.49056,0.470118,10.9575606212,395.332,6.42076
2018-08-13 11:30:23.000,1.56111,3.89461,0.569856,10.9272916891,395.373,6.43822
2018-08-13 11:30:23.100,1.03462,4.30887,0.390277,10.8499450773,395.361,6.4727
2018-08-13 11:30:23.200,0.85912,4.41804,0.521645,10.394486423,395.4,6.49062
2018-08-13 11:30:23.300,0.491801,4.88229,0.278551,10.0686630136,395.61,6.41718
2018-08-13 11:30:23.400,0.267327,4.64354,0.23034,10.0972070617,395.795,6.24142
2018-08-13 11:30:23.500,0.363239,4.54558,0.0349464,10.0182946727,395.824,6.15002
2018-08-13 11:30:23.600,0.443845,4.5466,0.151264,9.9880758182,395.794,6.11237
2018-08-13 11:30:23.700,0.380584,5.10473,-0.0533124,10.0434782833,395.747,6.07124
2018-08-13 11:30:23.800,0.15407,4.94453,0.0668318,10.0166158052,395.809,6.05855
2018-08-13 11:30:23.900,0.219372,4.99045,-0.0410684,9.80008362199,395.781,6.01017
2018-08-13 11:30:24.000,0.124481,5.04249,0.0987172,9.80176184753,395.812,5.99766
2018-08-13 11:30:24.100,0.106115,4.73537,-0.428795,9.74973917025,395.87,5.98545
2018-08-13 11:30:24.200,0.330588,4.92515,-0.212995,9.59034462345,395.858,5.96302
2018-08-13 11:30:24.300,0.155091,4.88127,-0.281102,9.74973917025,395.971,5.91306
2018-08-13 11:30:24.400,0.171416,5.03943,-0.252532,9.69604335882,396.042,5.88473
2018-08-13 11:30:24.500,0.157131,5.05575,-0.157131,9.66919736423,395.946,5.86119
2018-08-13 11:30:24.600,0.0601997,5.0884,-0.129072,9.88232252598,395.837,5.84726
2018-08-13 11:30:24.700,0.155091,5.07106,-0.348444,10.0166158052,396.038,5.84429
2018-08-13 11:30:24.800,0.443845,5.14962,-0.296662,9.72121263587,395.824,5.83392
2018-08-13 11:30:24.900,0.172436,5.0884,-0.0772902,9.77826714296,395.925,5.84516
2018-08-13 11:30:25.000,0.0755047,4.96086,-0.280592,10.2063593327,395.933,5.84344
2018-08-13 11:30:25.100,0.492821,4.43641,0.0867283,10.3642475016,395.795,5.88138
2018-08-13 11:30:25.200,0.792799,4.49661,0.0790758,10.4465683454,395.687,5.95427
2018-08-13 11:30:25.300,0.665257,4.14561,0.202791,10.3692872098,395.675,6.079
2018-08-13 11:30:25.400,0.234677,4.37111,-0.0252532,10.4465683454,395.832,6.04251
2018-08-13 11:30:25.500,-0.0999926,4.64048,0.534144,10.4751314302,395.75,6.06728
2018-08-13 11:30:25.600,0.461191,5.24961,1.02543,10.6885599842,395.641,6.11211
2018-08-13 11:30:25.700,0.540777,4.99249,0.829276,10.182847836,395.395,6.23267
2018-08-13 11:30:25.800,0.42854,4.92923,0.757342,10.1845271963,395.493,6.27942
2018-08-13 11:30:25.900,0.444865,4.73741,0.186976,10.3407294553,395.542,6.21964
2018-08-13 11:30:26.000,0.538736,4.64252,0.0471904,10.5020156474,395.37,6.25158
2018-08-13 11:30:26.100,0.411194,5.16697,-0.0374972,9.91085718267,395.52,6.26456
2018-08-13 11:30:26.200,0.603017,4.98943,0.110961,9.75477341386,395.57,6.25516
2018-08-13 11:30:26.300,0.378544,4.72108,0.362473,9.77491083622,395.759,6.08482
2018-08-13 11:30:26.400,0.346913,4.86291,0.18315,9.93939327769,395.891,6.00128
2018-08-13 11:30:26.500,0.363239,4.75373,-0.113257,9.88400099538,395.842,5.9402
2018-08-13 11:30:26.600,0.331608,4.96188,0.15458,9.80176184753,395.97,5.91855
2018-08-13 11:30:26.700,0.236717,4.7823,-0.105349,9.77994530379,395.892,5.90801
2018-08-13 11:30:26.800,0.235697,4.96086,-0.128817,9.88400099538,395.96,5.89331
2018-08-13 11:30:26.900,0.0908097,4.81699,-0.268603,9.96289467123,395.961,5.86594
2018-08-13 11:30:27.000,0.0775453,4.65578,-0.292581,9.88400099538,395.968,5.84249
2018-08-13 11:30:27.100,0.393849,4.72006,-0.208658,9.80344007804,395.866,5.83938
2018-08-13 11:30:27.200,0.298958,4.79965,-0.18519,9.72456862408,396.022,5.83629
2018-08-13 11:30:27.300,0.556082,4.81597,-0.0851978,10.3659273994,395.98,5.83485
2018-08-13 11:30:27.400,0.634647,4.67211,-0.144887,10.2584239753,396.021,5.8395
2018-08-13 11:30:27.500,0.411194,4.84964,-0.00561183,10.3121731391,395.593,5.98158
2018-08-13 11:30:27.600,0.45915,4.81597,0.00255083,10.4465683454,395.641,6.02909
2018-08-13 11:30:27.700,0.362218,4.56089,-0.189017,10.0988861682,395.725,6.03678
2018-08-13 11:30:27.800,0.45915,4.41702,-0.384411,10.2315513044,395.615,6.06647
2018-08-13 11:30:27.900,0.85912,4.55987,-0.26095,10.3911264632,395.826,6.05756
2018-08-13 11:30:28.000,0.905035,4.33846,-0.272684,10.5272207582,395.752,6.08292
2018-08-13 11:30:28.100,0.777494,4.25785,-0.352525,10.6364558449,395.656,6.12221
2018-08-13 11:30:28.200,0.921361,4.30581,-0.352525,10.4751314302,395.649,6.16697
2018-08-13 11:30:28.300,0.779535,4.38539,-0.172946,10.5003353465,395.715,6.19601
2018-08-13 11:30:28.400,0.876466,4.35172,-0.344618,10.7120924535,395.592,6.22032
2018-08-13 11:30:28.500,0.557102,4.37111,-0.356606,10.7137733815,395.527,6.22252
2018-08-13 11:30:28.600,0.620363,4.22418,-0.284928,10.554107444,395.439,6.22857
2018-08-13 11:30:28.700,0.889731,4.22418,-0.296917,10.4448882087,395.605,6.24193
2018-08-13 11:30:28.800,0.971357,4.16194,-0.376503,10.4986550506,395.607,6.23166
2018-08-13 11:30:28.900,0.825449,4.41804,-0.300743,10.4986550506,395.478,6.23956
2018-08-13 11:30:29.000,0.634647,4.44865,-0.304059,10.5053762641,395.672,6.25503
2018-08-13 11:30:29.100,0.585671,4.30581,-0.141061,10.554107444,395.6,6.26552
2018-08-13 11:30:29.200,0.538736,4.32213,-0.217076,10.523860012,395.574,6.27371
2018-08-13 11:30:29.300,0.88769,4.16194,-0.264776,10.423046885,395.602,6.26898
2018-08-13 11:30:29.400,0.586692,3.88951,-0.404562,10.122394181,395.527,6.23775
2018-08-13 11:30:29.500,0.426499,4.44661,-0.0451497,10.0988861682,395.878,6.1726
2018-08-13 11:30:29.600,0.235697,4.22418,0.003061,10.1794891304,395.779,6.15219
