,LE,T_air,P_air,RH_air,wind_speed,wind_dir,Enet,ground_heat_flux
2015-06-10 02:30:00,2.47528596825,2.597772,997.5228,83.67408,4.38415551183,111.326506608,19.0059199368,2.662102
2015-06-10 03:00:00,1.84860343473,2.617628,997.4467,83.38213,3.95424788174,101.467805222,21.891551406,2.625714
2015-06-10 04:00:00,4.65632077714,3.151994,997.2969,80.97587,4.24341498745,114.499646005,66.0902000836,2.720512
2015-06-10 08:30:00,10.6159989449,3.724022,997.8939,77.80428,5.04686941359,103.391085599,94.6762548498,7.073037
2015-06-10 09:00:00,10.6700541256,3.821666,998.0294,77.57158,4.58865634102,108.248674672,125.052386489,7.01414
2015-06-10 09:30:00,17.1964662135,4.142039,998.1376,77.30012,4.6618616891,108.860103683,170.600258808,6.77586
2015-06-10 11:00:00,41.9900047798,5.324555,998.4296,74.67487,4.78572787718,115.815559633,392.922069936,8.286325
2015-06-10 12:30:00,29.472572979,5.353567,998.7106,75.94685,5.760045206,115.68546255,256.861860579,11.52244
2015-06-10 13:30:00,23.0059361394,5.226117,998.8665,77.0196,5.64334797636,117.847244595,205.451762258,11.95721
2015-06-10 14:00:00,34.858986406,5.562794,998.9111,76.44707,5.5158872084,119.545191621,244.28260071,11.50709
2015-06-10 14:30:00,30.466305873,5.358016,999.0534,76.7765,6.33831153891,120.331558331,197.69400155,11.52006
2015-06-10 15:00:00,17.0823678596,5.131494,999.2073,79.03802,6.62126766315,120.018290786,150.731856397,11.42492
2015-06-10 15:30:00,10.735217191,4.831133,999.4468,82.77921,6.57196102482,122.103566931,158.374296629,10.51993
2015-06-10 17:00:00,5.44141584225,4.046339,1000.05,86.89626,6.67583414273,123.992790492,110.036880672,9.370268
2015-06-10 20:00:00,6.01515591566,4.521794,1000.505,84.32462,6.66216305867,123.294690127,130.383013519,7.93728
2015-06-10 20:30:00,7.5805718269,4.175789,1000.659,84.85076,6.91636496997,122.458536093,117.561377146,7.9202
2015-06-10 21:00:00,5.67927221659,3.938077,1000.805,84.32096,7.18843026202,119.027014998,73.783380976,7.833968
2015-06-10 21:30:00,5.13678099191,3.772794,1000.937,84.95559,6.90322871037,120.234603973,74.2574817991,7.181036
2015-06-10 22:00:00,5.66848316633,3.830189,1001.153,84.32201,6.85714972195,120.235821681,81.8847117368,6.391803
2015-06-10 22:30:00,4.80365932921,3.386861,1001.255,84.62341,7.67092885306,121.01094066,70.1305330041,6.077645
2015-06-10 23:00:00,4.93850987394,3.147666,1001.39,85.28293,7.467455099,121.044119389,63.264031444,5.622931
2015-06-10 23:30:00,3.47330593434,2.926816,1001.399,85.08051,7.86033469196,120.209553875,50.4514995595,5.249697
2015-06-11 00:00:00,2.87788022062,2.944533,1001.565,84.45393,6.73609955651,123.344873225,47.0115853996,4.70024
2015-06-11 00:30:00,3.05282761454,3.057694,1001.637,84.02055,6.26113986084,117.015523329,41.9477774939,4.238023
2015-06-11 01:00:00,4.8386311674,3.144872,1001.642,81.13175,6.10220949822,117.829864108,32.5642934793,4.041214
2015-06-11 01:30:00,7.48466022296,3.066283,1001.652,78.87232,7.18749876451,116.685898709,45.8865867061,3.850976
2015-06-11 02:00:00,12.7757779989,3.906211,1001.737,75.47359,6.76544248968,112.726640058,121.287766428,3.217199
2015-06-11 02:30:00,11.0912981913,3.50345,1001.909,78.60225,6.55212606547,107.269136594,56.7736557623,4.0806
2015-06-11 03:00:00,9.26038386148,3.521867,1001.948,78.48655,5.84840665361,117.785251258,83.4866122101,4.647236
2015-06-11 05:30:00,7.39221846281,4.169744,1001.793,76.38793,3.09599640295,94.3262580629,104.838706291,4.719691
2015-06-11 06:30:00,10.3555484322,4.275072,1001.867,74.7689,1.25375214542,88.249992883,68.0707071037,5.714671
2015-06-11 07:00:00,17.9157713117,4.865878,1001.88,71.64514,1.20089430648,115.620245692,132.66962232,5.956989
2015-06-11 07:30:00,19.2577972923,5.077994,1001.611,68.67222,0.951669569084,128.557768812,122.96938011,7.144333
2015-06-11 08:00:00,21.5903808569,5.358756,1001.562,66.8278,0.48088462281,44.9161678949,124.292513109,8.717181
2015-06-11 08:30:00,35.9546656656,5.721871,1001.501,67.14778,0.419229638743,48.2143957837,187.640047484,9.763781
2015-06-11 09:00:00,45.8659082764,5.662305,1001.396,68.78662,1.30459249429,313.593339578,181.079992528,10.68126
2015-06-11 09:30:00,56.4172390537,6.099272,1001.175,69.1096,1.98517234309,299.557061801,336.940280466,11.38332
2015-06-11 11:00:00,24.9654307557,5.755772,1000.936,74.19872,3.13330040803,96.6117286499,132.23045035,13.16198
2015-06-11 12:00:00,33.9262136899,6.013933,1000.729,73.96412,3.09729731532,99.9196829155,173.699737548,12.26731
2015-06-11 13:00:00,35.0088254871,5.809494,1000.432,71.10905,6.59520689526,315.693670819,150.444622501,11.94218
2015-06-11 13:30:00,34.2543241346,5.634139,1000.32,71.70769,6.22238581323,321.207451087,172.15986793,9.975169
2015-06-11 14:00:00,23.5188294601,5.420011,1000.084,74.62793,6.27926092944,326.428720244,152.163915598,8.730982
2015-06-11 14:30:00,20.1134484831,4.792911,1000.049,76.41516,6.88901788558,326.177659478,115.300880458,8.137875
2015-06-11 15:00:00,8.8639608025,4.246333,999.8991,80.74937,5.08736443858,320.636112439,84.0822869959,7.226201
2015-06-11 16:00:00,3.74435086812,2.382133,999.6343,90.81834,5.68957827733,294.339540658,60.9755463105,5.635208
2015-06-11 17:00:00,3.14220927384,1.872172,999.0367,90.24306,7.29969161075,291.382777087,75.5826814789,3.935069
2015-06-11 17:30:00,7.3746522404,2.321294,998.5703,83.03577,6.27624924645,289.071819473,74.6562449968,3.309464
2015-06-11 19:00:00,5.39671921546,2.279117,997.0169,82.62505,6.7212321873,296.310251866,39.40269974,3.40727
2015-06-11 19:30:00,3.73240620985,1.808617,996.5193,86.02419,6.23792202081,298.119967509,32.5548653493,3.003628
2015-06-11 20:30:00,5.14358101742,1.774517,995.6416,83.35056,6.13312833704,298.148859528,32.185688987,1.936706
2015-06-11 22:30:00,0.727133519657,1.419511,994.3094,89.9476,5.05367667298,308.392273154,11.579905295,1.412295
2015-06-11 23:00:00,2.17195486074,1.795339,994.028,85.27564,6.21174095023,320.796180819,11.371874511,1.294669
2015-06-11 23:30:00,3.93330682131,1.789672,993.818,82.69964,6.99642110389,320.814817065,6.21537962501,1.244391
2015-06-12 00:00:00,5.96174293159,2.091461,993.593,78.86718,6.41243153315,319.482011856,11.8871115088,0.9169474
2015-06-12 01:00:00,4.78215983933,2.600806,993.5372,76.14503,2.5041403937,325.845483264,16.9370389896,0.7447559
2015-06-12 02:00:00,8.3898600236,2.356572,993.6796,77.95939,4.88000018864,334.57708438,25.437045186,1.676697
2015-06-12 02:30:00,4.80107210199,2.294694,993.5618,78.25291,5.50626245393,338.497502154,19.7635455796,2.118766
2015-06-12 03:00:00,5.15911604063,2.489694,993.7029,77.14708,5.01142418682,345.243597447,21.7950583724,1.753557
2015-06-12 03:30:00,3.16840917398,2.638794,993.8174,77.56754,3.73389835083,349.75966537,7.58659470837,1.61613
2015-06-12 05:00:00,4.0353396449,2.62895,993.5899,77.62518,5.2569614314,339.687595364,21.0425519492,1.641961
2015-06-12 05:30:00,8.075539169,3.158544,993.3724,75.84413,5.85187852007,324.494170253,52.8439671822,1.35692
2015-06-12 06:30:00,8.94271662432,3.492455,993.0692,75.5323,6.92581848191,326.213240409,58.8392800387,2.274204
2015-06-12 07:00:00,8.70698122804,3.089533,993.0247,76.32993,7.01672258243,324.230696865,38.4237002548,3.018667
2015-06-12 07:30:00,7.76631706152,3.030405,993.126,75.80215,6.33012708034,318.462125239,35.0402077689,2.873971
2015-06-12 08:00:00,5.48066138198,3.140644,993.3604,76.11559,5.01244986912,312.119329009,55.2264949465,2.439595
2015-06-12 09:00:00,10.9574657975,3.276183,993.1884,77.46508,5.76837306404,295.431163831,89.4242530642,2.952717
2015-06-12 09:30:00,9.80306187694,3.259367,993.2196,75.40794,5.05832613047,283.563878405,92.896711767,3.596412
2015-06-12 10:30:00,6.78802359536,3.059133,993.1312,80.50906,5.53110191744,298.193261634,92.5399881811,4.120372
2015-06-12 11:30:00,3.41410751292,3.266955,993.081,78.15151,5.5539183232,313.011560658,53.3270684636,4.126368
2015-06-12 12:00:00,8.46149315189,3.588561,993.0201,77.24474,4.31350943355,296.488276616,78.1191333884,3.814321
2015-06-12 12:30:00,7.86368225468,3.781106,993.2013,76.04243,3.23581491478,313.917622064,56.8585459987,3.823717
2015-06-12 13:00:00,16.5659213108,3.80285,993.2823,74.3051,3.13289007113,310.617615564,67.0668253395,4.175138
2015-06-12 13:30:00,12.9357705705,3.892411,993.228,73.00021,4.15241815104,312.16116691,85.1400524171,4.300695
2015-06-12 14:00:00,16.9194850823,4.113544,993.1797,71.08389,5.09537455971,327.118576943,94.424244519,4.441067
2015-06-12 14:30:00,16.9161777434,4.008172,993.293,70.42607,5.19742209633,322.50075632,95.8394599296,4.668953
2015-06-12 15:00:00,21.5204383521,4.060822,993.2151,71.06149,5.40081465019,321.297124656,123.712923347,4.517601
2015-06-12 15:30:00,22.6076153013,3.859728,992.9336,72.37684,6.37804365533,315.767934585,100.91062982,4.859975
2015-06-12 16:00:00,14.109638838,3.7383,992.7154,71.95169,5.51661819497,311.377811835,69.5963584005,4.914534
2015-06-12 16:30:00,11.1558172314,3.492478,992.5608,73.59166,5.61107357703,306.139231577,63.5404264283,4.507581
2015-06-12 17:00:00,14.6713453865,3.732528,992.3362,71.2328,4.85179583114,321.41842626,43.859185944,4.081019
2015-06-12 18:00:00,15.2297999828,3.246722,991.9914,74.84239,5.74383902278,315.465441981,28.3597079523,3.314161
2015-06-12 18:30:00,5.94575687498,2.918244,992.0475,78.21215,5.65073694009,320.081676013,27.5989293206,2.79885
2015-06-12 19:00:00,4.53217976984,2.442894,992.094,83.23336,5.21458884503,322.025602381,23.0202358385,2.561342
2015-06-12 21:30:00,32.8863092281,4.583589,991.8672,61.04744,2.94113760773,43.3895104857,54.8680287088,2.507731
2015-06-12 22:00:00,23.7036896552,4.659472,992.0753,61.43881,3.70254810235,66.6087015803,38.7256851885,2.632155
2015-06-12 22:30:00,28.7696272482,4.661028,992.1719,61.88209,2.76383010091,60.266075002,35.7587087488,3.049983
2015-06-12 23:30:00,22.1264457044,4.459278,992.4887,66.73457,3.84950397063,72.4544164547,49.3196979649,3.58868
2015-06-13 00:00:00,21.4263685255,3.989883,992.6733,70.72527,5.33274915949,79.1208812743,67.0955058502,4.231079
2015-06-13 01:30:00,2.96817054244,2.7174,993.3618,78.60067,3.34792462374,103.384793433,7.42558321523,4.337511
2015-06-13 02:30:00,10.0947981618,3.224844,993.4242,69.80546,4.09917866915,68.7539010793,12.8755980082,3.082989
2015-06-13 03:00:00,6.78693567628,2.754694,993.5986,74.28899,2.54894012166,83.6324749733,14.4941969326,2.468702
2015-06-13 04:00:00,11.868348994,2.586161,993.928,74.31442,5.12461547438,74.9571936811,19.5222553095,1.969185
2015-06-13 04:30:00,13.5354454443,2.521444,994.093,75.17992,5.44717217655,71.0545487117,27.9513260655,1.740154
2015-06-13 05:00:00,12.1922590678,2.70865,994.2164,72.96952,4.65748627189,76.5535174549,17.1279330433,1.688348
2015-06-13 06:30:00,5.7314985297,2.738083,994.1228,77.53586,3.93277233998,83.5018972474,104.513967308,1.797053
2015-06-13 07:00:00,8.11784696506,2.873239,994.223,78.04749,4.55446473519,82.0585403226,99.8665446957,2.68235
2015-06-13 09:00:00,5.04387342404,2.948405,994.2625,82.52175,5.2782592252,74.5054844381,75.8452177875,3.523633
2015-06-13 09:30:00,17.3280102142,3.629366,994.2068,78.46843,8.12448741998,61.0152658349,104.784566173,3.258525
2015-06-13 10:00:00,13.3370723823,3.921622,994.1879,78.09004,6.67983331678,64.8783023653,116.632918612,3.495915
2015-06-13 11:00:00,27.4965646181,5.101011,993.9547,72.68317,6.4849849707,66.6169653141,212.887189242,4.344132
2015-06-13 11:30:00,38.993554772,5.486489,993.8804,72.03659,6.85820352434,71.34567795,231.007371665,5.3287
2015-06-13 12:00:00,18.3288385761,5.248522,993.8878,73.62822,4.75981364835,76.9158557208,163.567393136,6.974502
2015-06-13 12:30:00,23.3754161349,5.2483,993.9322,71.35799,4.92218062637,67.6583269657,93.1376986368,8.075021
2015-06-13 13:00:00,27.8335770461,4.939605,994.0546,71.13728,6.69238933707,55.9065309072,75.5198567469,8.255309
2015-06-13 13:30:00,18.6267562035,4.299111,994.3059,75.60548,6.25658553568,58.9414995438,80.6099588101,7.282577
2015-06-13 14:00:00,4.42279854537,3.3016,994.6147,83.41835,3.89646343701,88.7925160033,68.3540128035,6.357888
2015-06-13 15:00:00,3.94470824611,1.770856,994.7205,93.63791,7.83275608717,114.284730253,88.5973970483,5.68885
2015-06-13 15:30:00,1.63277203094,1.715417,994.8063,94.17509,8.42019085966,117.521357334,123.432076402,4.990665
2015-06-13 16:00:00,2.23965311941,1.569322,994.9391,94.61102,8.53025034646,122.8142145,126.76242415,4.587766
2015-06-13 19:00:00,0.963039572747,1.4373,996.1604,93.21706,7.97276685437,126.762079569,77.6796348818,4.310788
2015-06-13 19:30:00,1.51092358521,1.231561,996.4981,93.26806,7.74266054057,127.043013821,55.9891631059,4.079701
2015-06-13 20:00:00,2.70666562464,1.486033,996.5214,89.73963,7.5081756508,123.575774073,59.6760519744,3.695413
2015-06-13 20:30:00,1.98966954916,1.472578,996.6072,87.10661,7.04924903749,120.118178136,27.4874002452,3.46782
2015-06-13 21:00:00,1.62811447899,1.362294,996.7075,86.2293,7.03841958403,123.197885453,3.54187815503,3.072478
2015-06-13 21:30:00,1.62090013346,1.344594,996.8773,86.39177,7.00952533734,123.697235369,4.21078202585,2.338386
2015-06-13 22:00:00,2.40920974101,1.529039,996.9465,84.37499,6.70423814221,122.260898383,3.9468951237,1.715594
2015-06-13 22:30:00,3.08450655192,1.584439,997.0801,83.78687,6.46339657831,120.930839631,-2.09731882441,1.300798
2015-06-13 23:00:00,1.47351921571,1.516911,997.223,85.24068,6.75411520737,122.960186225,-2.59535410209,1.000344
2015-06-13 23:30:00,1.09958661319,1.470144,997.1849,86.48099,6.30890270607,121.947780029,1.94398024153,0.7427433
2015-06-14 00:30:00,1.45962241183,1.375261,997.5017,86.89561,7.22649353488,127.633023209,-0.3413866987,0.6443166
2015-06-14 01:00:00,0.632667312166,1.131828,997.5955,88.73499,7.07477142488,120.138888687,2.96301986107,0.6830114
2015-06-14 01:30:00,0.728578191919,1.086339,997.7156,90.90686,6.15631309563,121.802622282,22.9947994951,0.5754011
2015-06-14 02:00:00,0.973241873516,1.190922,997.6737,91.49558,6.84872493961,113.279316822,37.6705846248,0.6344533
2015-06-14 02:30:00,1.6894970321,1.360089,997.6283,90.15318,6.92931848363,121.073022189,52.3252982552,0.9237145
2015-06-14 03:00:00,1.78757691156,1.380722,997.6819,87.75426,7.47628312425,120.264932975,32.3635229059,1.473572
2015-06-14 04:00:00,3.38846276582,1.8833,997.5952,85.79193,7.1804187941,128.082473597,63.2756267278,1.638891
2015-06-14 04:30:00,1.97385575177,1.723789,997.6164,86.24734,6.55819636813,121.568734995,29.6228272243,2.095134
2015-06-14 05:00:00,2.59438224944,1.7786,997.7185,85.6564,6.18131542254,119.836249418,26.9631544963,2.195261
2015-06-14 06:30:00,0.293320623144,1.668433,997.9332,90.65901,5.71316631964,121.494264759,22.7118354779,1.845347
2015-06-14 07:30:00,0.925125243523,1.828511,997.9667,91.67522,6.28771113222,126.187354554,55.2453704472,1.927146
2015-06-14 08:00:00,1.44365063893,1.978828,998.1092,91.37976,6.32443630345,119.690098186,56.2573503393,2.332057
2015-06-14 08:30:00,1.46898060893,1.993356,998.1533,91.53019,6.85275795633,115.86155157,81.4337509212,2.60395
2015-06-14 09:30:00,4.35497886876,2.770022,998.4307,89.36176,8.52655244593,113.131674672,177.286384995,2.919358
2015-06-14 10:00:00,2.53609653237,2.674655,998.5339,89.39938,7.98473727974,117.031322399,126.654434177,4.218336
2015-06-14 10:30:00,2.48340217269,2.403378,998.4697,90.39555,8.2522173447,118.492193406,144.783382595,4.86741
2015-06-14 12:00:00,18.9076944018,4.734872,998.9581,85.36975,8.14926105388,111.067601953,502.60577121,4.838451
2015-06-14 12:30:00,22.7730860452,4.950778,998.9498,83.47253,8.59582906582,102.914563461,462.019830146,6.530903
2015-06-14 13:00:00,25.4364968803,5.353705,998.873,81.70173,9.20695718964,96.0944247635,431.513295127,7.828726
2015-06-14 13:30:00,16.1218172565,5.094306,999.0242,81.82779,8.96773276353,94.4160601292,202.272028391,8.902786
2015-06-14 14:00:00,15.7187359854,5.115583,999.3343,81.13017,8.73197527591,92.1456965956,203.858052331,8.583359
2015-06-14 14:30:00,8.35204136169,4.919305,999.5765,82.19674,9.30468210552,89.6186172761,168.121226144,7.863582
2015-06-14 15:00:00,10.3669358747,4.984334,999.9443,83.13362,8.52020628561,89.3502564184,220.058286411,7.16778
2015-06-14 15:30:00,9.43431473869,5.028972,1000.234,82.90508,8.51743105487,81.8914068616,229.230021027,7.045782
2015-06-14 16:00:00,12.4403167939,5.193622,1000.541,82.69892,8.8166588907,81.1672344226,199.806992846,7.224659
2015-06-14 16:30:00,14.9771247979,5.25495,1000.709,83.35081,10.026166994,84.3875211864,266.146559974,7.137987
2015-06-14 17:00:00,10.6420888209,5.352733,1000.847,82.16192,9.98050674772,84.2554901234,247.583619323,6.994377
2015-06-14 17:30:00,12.3350986069,5.39965,1001.055,80.43978,10.1072229063,80.2912636927,197.453057451,7.138505
2015-06-14 18:00:00,11.6568844763,5.299472,1001.41,78.81032,9.43133161583,78.3909937971,147.229906941,7.225006
2015-06-14 18:30:00,21.4701150189,5.479116,1001.642,76.48801,9.81434176713,77.2254285967,176.004165112,6.582049
2015-06-14 19:00:00,9.68717514419,5.0574,1002.031,77.48544,9.93869114009,80.4719614811,103.505696537,6.585852
2015-06-14 19:30:00,9.0467448905,4.761839,1002.286,78.9342,9.80417366729,83.7275713367,121.833426489,6.039711
2015-06-14 20:00:00,11.0319117149,4.64415,1002.549,80.70764,9.19501042398,84.2926999772,116.969418587,5.291834
2015-06-14 20:30:00,5.21759493316,4.497978,1002.921,81.35869,8.54442904278,87.0873184937,88.4250805539,5.192516
2015-06-14 21:30:00,3.19951734169,4.060083,1003.608,83.60172,8.2573733373,90.1326273689,44.8551425805,4.802567
2015-06-14 22:00:00,5.84910652635,4.011366,1003.803,83.57074,7.94276025459,92.1962104771,43.8555027536,4.354287
2015-06-14 22:30:00,1.84215621196,4.014083,1003.945,84.32569,7.69692765201,87.6075166873,56.7108459071,3.898423
2015-06-14 23:00:00,3.9524375925,4.03445,1004.12,83.73356,8.12430993651,90.7377156384,73.2624877426,3.642962
2015-06-14 23:30:00,3.0258160124,3.9066,1004.375,84.26121,8.0074061327,96.9027077656,55.8343622541,3.740607
2015-06-15 00:30:00,2.80665708254,3.631989,1004.737,84.52206,7.22931216436,100.31052146,38.8963927386,3.729178
2015-06-15 01:00:00,2.20118655528,3.577094,1004.86,85.35036,7.86827354425,95.3766685283,33.277784875,3.526646
2015-06-15 02:00:00,1.62300075172,3.692605,1005.18,85.28577,6.41167372374,115.602562664,51.9532175733,3.030247
2015-06-15 02:30:00,4.99541230424,4.331428,1005.294,83.20174,7.58266677447,101.855453543,113.991005039,2.649542
2015-06-15 04:00:00,4.22745075571,3.573267,1005.824,82.49551,9.32486824588,90.214068331,84.8329768273,3.914394
2015-06-15 04:30:00,2.50106083949,3.461333,1006.049,83.56512,10.1725441905,93.6267464914,96.7043128478,3.527662
2015-06-15 05:00:00,3.14846271402,3.264855,1006.212,85.10965,10.440781022,97.605650605,63.3742921364,3.672478
2015-06-15 05:30:00,3.0446864078,3.222167,1006.647,85.33499,9.75815453287,92.5609816546,58.443799434,3.406735
2015-06-15 06:00:00,3.02138881059,3.186716,1006.943,84.90748,8.79130868495,94.9178740965,79.9479730166,3.149981
2015-06-15 06:30:00,4.05314684864,3.526033,1007.211,83.21563,7.86219516388,108.925064464,120.953715661,3.054517
2015-06-15 07:00:00,6.49450644669,4.076872,1007.038,81.80779,8.86901730406,100.812292082,167.119653021,2.947638
2015-06-15 07:30:00,9.19881811192,4.337155,1007.262,81.1739,9.41019513045,96.0662965732,216.243674036,3.614845
2015-06-15 08:00:00,15.1767304356,4.962328,1007.581,79.07491,8.81115268359,103.446482798,265.857617236,3.711391
2015-06-15 08:30:00,9.3688888579,4.783595,1007.71,79.19662,8.85550189442,100.136279798,153.122390317,5.707362
2015-06-15 09:00:00,10.4110976649,4.8456,1008.271,79.89017,6.43611555383,101.476748948,178.883847197,6.087545
2015-06-15 09:30:00,25.9608019369,5.459956,1008.473,78.58421,6.60700643836,107.875189809,315.352369349,5.761024
2015-06-15 10:00:00,12.9244684058,5.048461,1008.58,79.75057,7.00202002113,127.002653198,183.558773184,7.284706
2015-06-15 10:30:00,13.766164016,5.116183,1008.569,79.723,7.67289039718,117.683409416,178.378095401,8.273562
2015-06-15 11:00:00,18.9605547493,5.648794,1008.738,79.21254,8.13815285057,111.456766307,291.25666665,7.753397
2015-06-15 11:30:00,21.5304344755,6.108839,1008.941,79.7151,8.40148129333,106.752481752,421.270151589,6.994954
2015-06-15 12:00:00,23.593096014,6.064583,1009.291,79.727,8.01901941347,110.263841686,306.88335726,7.807222
2015-06-15 12:30:00,27.0301354468,6.226911,1009.476,80.79339,8.00077875707,112.375506956,346.884390731,8.798897
2015-06-15 13:00:00,17.5235614591,5.965677,1009.631,80.56764,7.39594270654,115.21955423,262.421349533,9.525111
2015-06-15 13:30:00,24.9536805416,6.332072,1009.729,79.92342,6.94880916668,117.759893096,273.514493453,9.992954
2015-06-15 14:00:00,29.2802832637,6.453544,1009.881,80.06125,7.01070016079,121.617848708,334.652882387,10.35272
2015-06-15 14:30:00,27.1685808273,6.321594,1010.097,79.82015,6.42766579552,126.283456133,271.886953645,10.8493
2015-06-15 15:30:00,33.1374137955,7.257561,1010.203,76.85281,6.71538657087,116.116529505,361.144127045,11.40252
2015-06-15 16:00:00,32.3411350734,7.316628,1010.179,76.0435,6.09569664594,116.265221995,281.018289579,11.41272
2015-06-15 18:00:00,28.2735562434,7.547322,1010.279,77.43322,5.0711030522,110.915965948,189.029988734,13.15869
2015-06-15 19:00:00,23.4287223015,7.634661,1010.213,75.02001,4.44246520494,108.310427728,145.593605417,12.98111
2015-06-15 21:30:00,9.50062371641,6.78651,1010.029,78.71818,2.86793495147,98.2190166565,64.2972094797,9.904305
2015-06-15 22:00:00,12.4752640641,6.708289,1009.924,79.47553,2.99197623656,104.057066796,76.9588705505,9.331567
2015-06-16 01:00:00,0.284576479748,3.497666,1009.804,94.32026,2.52435117325,285.751913996,20.3174138863,5.529543
2015-06-16 05:00:00,1.86735929744,4.756839,1009.029,90.41813,0.571794495624,283.686057014,48.0218686268,5.136781
2015-06-16 05:30:00,2.94151322671,5.015133,1008.846,90.35606,0.822259269794,301.296517209,65.6942059927,5.619884
2015-06-16 06:00:00,2.90909132966,5.198566,1008.72,89.73388,0.707804310663,26.332903803,69.6876076159,6.232813
2015-06-16 06:30:00,3.07565805601,5.011716,1008.679,89.45907,1.15385878978,331.507706254,57.7550499561,7.059844
2015-06-16 07:00:00,2.26370853215,4.777633,1008.646,90.70528,1.2733843389,298.103627829,64.1965564932,7.367925
2015-06-16 08:00:00,4.38171723664,5.257644,1008.452,88.41102,1.59431903363,325.713188453,125.13339804,8.015422
2015-06-16 08:30:00,3.0514427655,4.9288,1008.442,90.52633,2.3054127228,322.087516227,88.8724661873,9.009871
2015-06-16 09:00:00,2.27648471291,4.606128,1008.419,91.18338,2.21329947176,311.403649962,90.9827877622,9.151742
2015-06-16 09:30:00,3.94721434584,4.640122,1008.403,91.98666,2.89819200727,309.597818377,125.19475423,8.712732
2015-06-16 10:00:00,2.97040848865,4.776927,1008.352,92.10246,2.32673497207,312.837831312,143.949289403,8.498067
2015-06-16 10:30:00,8.79709152629,5.030456,1008.364,90.52362,2.94347598442,315.921656225,184.366664426,8.61534
2015-06-16 11:00:00,5.84820179225,5.057477,1008.454,90.77474,3.16265170295,312.865228778,194.211045918,9.453195
2015-06-16 11:30:00,14.469867085,5.330505,1008.45,89.25964,3.20489802795,308.891944337,276.661703735,9.722145
2015-06-16 12:00:00,26.3525858395,5.903594,1008.315,87.18291,2.2299244206,310.931537187,386.608897001,10.14444
2015-06-16 12:30:00,39.2858371297,6.374238,1008.139,86.90096,2.65023260592,312.284250269,378.03088144,11.38114
2015-06-16 13:00:00,15.1143039762,6.060211,1008.088,89.4538,3.59658892368,301.921935247,267.194152138,12.66833
2015-06-16 14:30:00,5.57439246158,5.177622,1008.155,91.48686,4.70564344204,308.303812825,200.458570209,11.50922
2015-06-16 15:00:00,7.58439150925,5.362739,1008.183,91.64381,4.96631319672,310.292774282,250.370671109,10.63668
2015-06-16 15:30:00,7.05100074154,5.162967,1008.081,92.68665,5.34151857217,309.436078308,304.89050764,10.28761
2015-06-16 16:00:00,9.56041496478,5.506666,1008.006,91.28697,4.84685055412,314.277331407,255.89112467,10.19731
2015-06-16 16:30:00,17.818536493,5.800133,1007.983,90.35725,5.21291870699,315.060140585,320.298786659,10.09286
2015-06-16 17:00:00,16.3886067923,5.805105,1007.814,89.68687,5.01747462588,312.7149305,237.750641597,10.39298
2015-06-16 17:30:00,15.5963712595,5.780572,1007.772,88.58326,5.00181668453,314.227257299,261.488121222,10.5151
2015-06-16 18:00:00,16.1231199975,5.882694,1007.647,86.84077,4.64230066245,314.623493142,213.858380865,10.22298
2015-06-16 18:30:00,21.7712581753,6.011622,1007.507,86.08044,4.81691065369,310.191323291,218.85404019,9.998579
2015-06-16 19:30:00,7.90080456244,5.325605,1007.38,86.09499,5.66832548076,311.360795505,134.677983308,9.887457
2015-06-16 20:00:00,8.93598445453,5.4061,1007.494,85.31529,5.42703270646,308.901948181,119.129306099,8.534378
2015-06-16 21:00:00,7.17622099626,5.446661,1007.309,83.47218,4.21573781783,298.392873364,88.8342147684,6.839909
2015-06-16 22:30:00,11.036353092,5.256161,1007.208,83.43134,3.29345329713,299.9945315,42.7716674494,7.965457
2015-06-17 01:30:00,1.1934160947,3.671428,1007.097,91.27586,3.60564019002,308.297748322,28.1309714233,4.934096
2015-06-17 02:00:00,1.35633485711,3.698094,1007.03,91.18961,4.0492167289,324.019027901,23.8975680446,4.240075
2015-06-17 08:00:00,7.09180924682,4.377778,1006.083,86.25057,2.57832117425,318.275811206,112.562133953,4.814184
2015-06-17 08:30:00,10.495691882,4.704944,1005.826,84.79961,2.62531329999,319.758475602,179.233334422,5.332437
2015-06-17 09:00:00,13.2553078141,5.122844,1005.603,82.69198,2.81538308648,327.568965781,196.484389211,5.985282
2015-06-17 09:30:00,13.5933951242,5.419466,1005.472,81.10428,3.10066534015,321.198800604,200.337262879,7.442939
2015-06-17 10:00:00,18.2819664994,5.513906,1005.406,80.58354,3.23571834903,312.53290417,198.821064883,8.38004
2015-06-17 10:30:00,20.8512038868,5.674683,1005.284,80.25341,3.95431942003,318.269332701,202.606593461,8.925734
2015-06-17 11:00:00,15.3464755643,5.747438,1005.272,81.0154,4.43515832571,318.803099087,230.672494087,8.983987
2015-06-17 11:30:00,22.8808190481,5.787783,1005.262,81.93219,4.68478949827,325.073177817,247.057707151,8.99632
2015-06-17 12:00:00,27.1241356074,5.677956,1005.275,83.96855,5.52508355758,329.170881837,372.115674923,8.918867
2015-06-17 12:30:00,48.8553953471,6.312283,1005.255,79.47189,4.1136390295,318.359501922,405.963547167,8.511081
2015-06-17 13:00:00,48.8972464473,6.063594,1005.249,79.92095,3.87629735117,323.602515746,217.587122687,10.11923
2015-06-17 13:30:00,26.4738238568,6.079077,1005.263,80.18848,4.20194243145,323.48751379,198.181697318,10.7212
